player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Senna Miangue,be BEL,DF,Cercle Brugge,26,1997,20.0,6.0,718.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.04,0.04,8.0,1.0,0.0,20.0,0.13,0.0,0.0,0.07,-0.3,-0.3,224.0,399.0,56.1,4295.0,2449.0,79.0,104.0,76.0,108.0,180.0,60.0,27.0,90.0,30.0,6.0,30.0,15.0,4.0,44.0,302.0,96.0,4.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,92.0,1.0,10.0,17.0,2.13,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,9.0,8.0,0.0,9.0,2.0,7.0,11.0,30.0,1.0,482.0,30.0,126.0,231.0,129.0,15.0,482.0,203.0,5.0,11.0,0.0,178.0,6.0,3.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,42.0,27.0,14.0,65.9
Alex Mighten,eng ENG,MF,Kortrijk,21,2002,10.0,2.0,244.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,55.0,76.4,647.0,142.0,22.0,27.0,81.5,17.0,17.0,100.0,3.0,6.0,50.0,3.0,5.0,4.0,1.0,5.0,52.0,3.0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,1.84,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,88.0,2.0,12.0,48.0,29.0,6.0,88.0,79.0,9.0,4.0,1.0,71.0,7.0,5.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0
Simon Mignolet,be BEL,GK,Club Brugge,35,1988,28.0,28.0,2439.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,986.0,81.1,21151.0,15057.0,133.0,134.0,99.3,410.0,412.0,99.5,252.0,435.0,57.9,0.0,12.0,1.0,0.0,0.0,783.0,203.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1035.0,716.0,1011.0,24.0,0.0,0.0,1035.0,776.0,1.0,0.0,0.0,563.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,56.0,5.0,0.0,100.0
Florian Miguel,fr FRA,DF,OH Leuven,26,1996,21.0,20.0,1663.0,1.0,1.0,0.0,0.0,4.0,0.0,0.05,0.05,0.11,0.05,0.11,1.3,1.3,0.07,0.07,18.5,3.0,0.0,25.0,0.16,0.08,0.33,0.11,-0.3,-0.3,551.0,771.0,71.5,9735.0,4014.0,230.0,270.0,85.2,266.0,356.0,74.7,44.0,103.0,42.7,8.0,32.0,6.0,3.0,44.0,626.0,142.0,18.0,0.0,3.0,24.0,2.0,0.0,0.0,0.0,122.0,3.0,21.0,16.0,0.87,12.0,3.0,0.0,1.0,1.0,0.05,0.0,1.0,0.0,0.0,0.0,28.0,17.0,16.0,9.0,3.0,21.0,7.0,14.0,28.0,71.0,0.0,976.0,83.0,411.0,416.0,155.0,24.0,976.0,550.0,15.0,13.0,3.0,491.0,16.0,1.0,0.0,22.0,20.0,3.0,0.0,0.0,0.0,65.0,21.0,30.0,41.2
Alan Minda,ec ECU,"FW,MF",Cercle Brugge,20,2003,28.0,18.0,1509.0,7.0,6.0,0.0,0.0,2.0,0.0,0.42,0.36,0.78,0.42,0.78,4.4,4.4,0.27,0.27,16.8,17.0,0.0,42.5,1.01,0.18,0.41,0.11,2.6,2.6,219.0,318.0,68.9,3208.0,828.0,117.0,170.0,68.8,77.0,105.0,73.3,11.0,14.0,78.6,23.0,14.0,14.0,1.0,35.0,305.0,10.0,1.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,52.0,3.1,28.0,1.0,7.0,1.0,8.0,0.48,3.0,0.0,2.0,0.0,0.0,10.0,6.0,1.0,3.0,6.0,14.0,0.0,14.0,1.0,2.0,0.0,518.0,3.0,33.0,185.0,315.0,88.0,518.0,362.0,38.0,21.0,22.0,358.0,58.0,38.0,0.0,12.0,8.0,10.0,0.0,0.0,0.0,61.0,25.0,44.0,36.2
Kento Misao,jp JPN,MF,OH Leuven,27,1996,12.0,6.0,656.0,1.0,1.0,0.0,0.0,3.0,0.0,0.14,0.14,0.27,0.14,0.27,0.2,0.2,0.03,0.03,7.3,1.0,0.0,16.7,0.14,0.17,1.0,0.03,0.8,0.8,163.0,236.0,69.1,2855.0,1032.0,72.0,97.0,74.2,66.0,92.0,71.7,17.0,34.0,50.0,5.0,16.0,0.0,0.0,15.0,232.0,4.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,14.0,1.92,9.0,0.0,1.0,1.0,2.0,0.27,2.0,0.0,0.0,0.0,0.0,26.0,15.0,10.0,12.0,4.0,11.0,2.0,9.0,10.0,13.0,0.0,325.0,29.0,109.0,168.0,52.0,6.0,325.0,197.0,1.0,3.0,1.0,164.0,10.0,7.0,0.0,16.0,5.0,0.0,0.0,1.0,0.0,51.0,13.0,6.0,68.4
Stefan Mitrović,rs SRB,DF,Gent,33,1990,6.0,5.0,467.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.02,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.1,-0.1,174.0,215.0,80.9,4155.0,1590.0,37.0,45.0,82.2,93.0,108.0,86.1,41.0,57.0,71.9,1.0,22.0,1.0,0.0,27.0,200.0,15.0,15.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,4.0,0.0,5.0,4.0,1.0,6.0,24.0,0.0,265.0,28.0,119.0,138.0,10.0,2.0,265.0,139.0,1.0,3.0,0.0,129.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,14.0,16.0,11.0,59.3
Kevin Möhwald,de GER,MF,Eupen,30,1993,19.0,16.0,1354.0,1.0,1.0,0.0,0.0,4.0,0.0,0.07,0.07,0.13,0.07,0.13,0.7,0.7,0.04,0.04,15.0,2.0,0.0,16.7,0.13,0.08,0.5,0.06,0.3,0.3,652.0,786.0,83.0,10538.0,2897.0,309.0,346.0,89.3,247.0,293.0,84.3,56.0,82.0,68.3,19.0,57.0,14.0,7.0,75.0,732.0,50.0,28.0,1.0,5.0,28.0,8.0,0.0,6.0,0.0,9.0,4.0,14.0,32.0,2.13,26.0,4.0,0.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,27.0,20.0,16.0,9.0,2.0,17.0,4.0,13.0,14.0,14.0,2.0,927.0,26.0,192.0,563.0,174.0,15.0,927.0,641.0,14.0,13.0,1.0,615.0,21.0,12.0,0.0,21.0,20.0,1.0,0.0,0.0,0.0,70.0,14.0,12.0,53.8
Lars Montegnies,be BEL,MF,Kortrijk,17,2005,3.0,2.0,173.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,77.0,79.2,1116.0,347.0,20.0,24.0,83.3,30.0,36.0,83.3,6.0,11.0,54.5,0.0,8.0,0.0,0.0,8.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.52,1.0,0.0,0.0,0.0,1.0,0.52,1.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,3.0,0.0,2.0,1.0,1.0,5.0,4.0,0.0,98.0,6.0,27.0,64.0,7.0,0.0,98.0,68.0,1.0,2.0,0.0,63.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,100.0
Luca Monticelli,be BEL,MF,Anderlecht,18,2005,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
