player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Jay Gorter,nl NED,GK,Ajax,23,2000,8.0,7.0,665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,305.0,79.3,5679.0,4055.0,86.0,86.0,100.0,106.0,106.0,100.0,50.0,112.0,44.6,0.0,3.0,0.0,0.0,2.0,249.0,55.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,320.0,275.0,316.0,4.0,0.0,0.0,320.0,204.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
Kenzo Goudmijn,nl NED,MF,AZ Alkmaar,21,2001,8.0,1.0,245.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,149.0,180.0,82.8,2514.0,664.0,72.0,81.0,88.9,64.0,74.0,86.5,10.0,18.0,55.6,4.0,18.0,1.0,0.0,23.0,173.0,7.0,3.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,8.0,2.94,6.0,1.0,0.0,0.0,1.0,0.37,1.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,6.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,197.0,3.0,33.0,110.0,54.0,1.0,197.0,106.0,6.0,2.0,0.0,130.0,1.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,20.0,3.0,1.0,75.0
Kenzo Goudmijn,nl NED,"MF,FW",Excelsior,21,2001,18.0,18.0,1570.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.11,0.11,0.0,0.11,0.9,0.9,0.05,0.05,17.4,6.0,0.0,28.6,0.34,0.0,0.0,0.04,-0.9,-0.9,671.0,833.0,80.6,13524.0,4826.0,246.0,288.0,85.4,296.0,343.0,86.3,117.0,165.0,70.9,21.0,112.0,27.0,9.0,155.0,759.0,70.0,16.0,2.0,8.0,40.0,8.0,6.0,2.0,0.0,19.0,4.0,16.0,50.0,2.87,37.0,4.0,2.0,2.0,6.0,0.34,4.0,1.0,1.0,0.0,0.0,33.0,18.0,16.0,11.0,6.0,21.0,4.0,17.0,12.0,16.0,0.0,1046.0,30.0,225.0,565.0,283.0,22.0,1046.0,623.0,54.0,43.0,9.0,702.0,31.0,23.0,0.0,12.0,28.0,1.0,0.0,0.0,0.0,116.0,6.0,15.0,28.6
Iman Griffith,nl NED,"FW,MF",Fortuna Sittard,21,2001,12.0,2.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.03,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.1,-0.1,45.0,66.0,68.2,590.0,138.0,32.0,38.0,84.2,11.0,18.0,61.1,1.0,2.0,50.0,1.0,2.0,2.0,0.0,5.0,63.0,3.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.73,1.0,0.0,0.0,1.0,1.0,0.37,0.0,0.0,0.0,1.0,0.0,5.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,92.0,3.0,15.0,31.0,47.0,10.0,92.0,56.0,10.0,4.0,3.0,65.0,4.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,3.0,0.0
Axel Guessand,fr FRA,DF,Volendam,18,2004,2.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,42.9,74.0,51.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,13.0,2.0,7.0,6.0,0.0,0.0,13.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Rodrigo Guth,br BRA,DF,Fortuna Sittard,22,2000,32.0,32.0,2814.0,3.0,2.0,0.0,0.0,8.0,1.0,0.1,0.06,0.16,0.1,0.16,2.0,2.0,0.06,0.06,31.3,7.0,0.0,29.2,0.22,0.13,0.43,0.08,1.0,1.0,1046.0,1352.0,77.4,21370.0,7319.0,316.0,380.0,83.2,587.0,649.0,90.4,132.0,274.0,48.2,16.0,82.0,6.0,3.0,91.0,1323.0,27.0,25.0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,22.0,44.0,1.41,42.0,1.0,1.0,0.0,4.0,0.13,4.0,0.0,0.0,0.0,0.0,36.0,19.0,22.0,12.0,2.0,37.0,24.0,13.0,32.0,105.0,2.0,1644.0,182.0,822.0,691.0,140.0,71.0,1644.0,893.0,26.0,14.0,2.0,991.0,18.0,10.0,1.0,34.0,3.0,0.0,0.0,0.0,0.0,153.0,98.0,57.0,63.2
Jonathan de Guzmán,nl NED,MF,Sparta R'dam,35,1987,31.0,25.0,1927.0,1.0,2.0,0.0,0.0,6.0,0.0,0.05,0.09,0.14,0.05,0.14,1.3,1.3,0.06,0.06,21.4,6.0,5.0,25.0,0.28,0.04,0.17,0.05,-0.3,-0.3,842.0,1135.0,74.2,15275.0,5329.0,343.0,404.0,84.9,381.0,459.0,83.0,96.0,209.0,45.9,25.0,116.0,19.0,6.0,128.0,1062.0,70.0,49.0,0.0,15.0,56.0,15.0,7.0,5.0,0.0,5.0,3.0,23.0,58.0,2.71,39.0,10.0,4.0,3.0,4.0,0.19,3.0,1.0,0.0,0.0,0.0,19.0,9.0,9.0,10.0,0.0,32.0,13.0,19.0,23.0,42.0,0.0,1340.0,74.0,367.0,765.0,227.0,13.0,1340.0,695.0,30.0,21.0,1.0,789.0,26.0,11.0,0.0,27.0,16.0,1.0,0.0,0.0,0.0,152.0,22.0,23.0,48.9
Milan de Haan,nl NED,MF,Volendam,19,2003,27.0,26.0,2172.0,3.0,0.0,0.0,0.0,3.0,0.0,0.12,0.0,0.12,0.12,0.12,2.9,2.9,0.12,0.12,24.1,10.0,0.0,27.8,0.41,0.08,0.3,0.08,0.1,0.1,403.0,565.0,71.3,7131.0,2003.0,183.0,238.0,76.9,165.0,206.0,80.1,40.0,73.0,54.8,11.0,39.0,8.0,1.0,45.0,547.0,15.0,3.0,0.0,8.0,15.0,1.0,1.0,0.0,0.0,5.0,3.0,18.0,30.0,1.24,24.0,0.0,4.0,1.0,4.0,0.17,2.0,0.0,1.0,0.0,1.0,48.0,31.0,22.0,17.0,9.0,31.0,8.0,23.0,11.0,43.0,1.0,800.0,42.0,235.0,363.0,213.0,31.0,800.0,399.0,16.0,17.0,2.0,416.0,28.0,26.0,0.0,27.0,11.0,1.0,0.0,0.0,0.0,97.0,15.0,18.0,45.5
Jesse van de Haar,nl NED,FW,Utrecht,18,2005,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,24.0,7.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
Anis Hadj Moussa,dz ALG,FW,Vitesse,21,2002,14.0,9.0,850.0,1.0,2.0,0.0,0.0,3.0,0.0,0.11,0.21,0.32,0.11,0.32,2.2,2.2,0.24,0.24,9.4,10.0,1.0,29.4,1.06,0.03,0.1,0.07,-1.2,-1.2,271.0,419.0,64.7,5200.0,1598.0,130.0,158.0,82.3,91.0,123.0,74.0,42.0,106.0,39.6,23.0,34.0,15.0,4.0,45.0,346.0,73.0,14.0,1.0,13.0,93.0,47.0,45.0,2.0,0.0,12.0,0.0,20.0,58.0,6.14,18.0,17.0,7.0,1.0,2.0,0.21,0.0,2.0,0.0,0.0,0.0,6.0,3.0,2.0,3.0,1.0,9.0,0.0,9.0,2.0,5.0,0.0,573.0,3.0,48.0,204.0,327.0,67.0,573.0,355.0,62.0,26.0,32.0,397.0,27.0,14.0,0.0,10.0,12.0,1.0,0.0,0.0,0.0,30.0,3.0,8.0,27.3
Alen Halilović,hr CRO,"MF,FW",Fortuna Sittard,27,1996,31.0,25.0,2096.0,4.0,2.0,1.0,2.0,1.0,0.0,0.17,0.09,0.26,0.13,0.21,5.7,4.2,0.25,0.18,23.3,19.0,8.0,29.7,0.82,0.05,0.16,0.07,-1.7,-1.2,767.0,989.0,77.6,15582.0,4129.0,297.0,347.0,85.6,293.0,362.0,80.9,155.0,237.0,65.4,37.0,79.0,32.0,14.0,108.0,833.0,156.0,53.0,2.0,27.0,120.0,70.0,22.0,15.0,2.0,8.0,0.0,12.0,102.0,4.38,56.0,27.0,7.0,4.0,6.0,0.26,2.0,2.0,0.0,0.0,0.0,24.0,13.0,9.0,12.0,3.0,20.0,2.0,18.0,9.0,4.0,0.0,1228.0,19.0,168.0,629.0,448.0,33.0,1226.0,663.0,39.0,25.0,7.0,778.0,45.0,19.0,0.0,15.0,29.0,1.0,0.0,0.0,0.0,130.0,5.0,19.0,20.8
Denzel Hall,nl NED,DF,Heerenveen,22,2001,11.0,4.0,410.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,182.0,219.0,83.1,3063.0,885.0,88.0,96.0,91.7,75.0,89.0,84.3,16.0,27.0,59.3,2.0,13.0,1.0,1.0,15.0,179.0,40.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,38.0,0.0,2.0,3.0,0.66,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,11.0,1.0,1.0,0.0,0.0,0.0,5.0,15.0,1.0,262.0,22.0,94.0,135.0,34.0,3.0,262.0,112.0,5.0,2.0,0.0,130.0,7.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,33.0,8.0,6.0,57.1
