player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Marcelo Lomba,br BRA,GK,Palmeiras,37-250,1986,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,25.0,88.0,390.0,247.0,11.0,11.0,100.0,9.0,9.0,100.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,26.0,0.0,0.0,0.0,26.0,14.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Bruno Lopes,br BRA,FW,Vasco da Gama,17-030,2007,1.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,4.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0
José López,ar ARG,FW,Palmeiras,23-262,2000,20.0,13.0,1149.0,7.0,1.0,0.0,0.0,7.0,0.0,0.55,0.08,0.63,0.55,0.63,6.8,6.8,0.53,0.53,12.8,16.0,0.0,32.7,1.25,0.14,0.44,0.14,0.2,0.2,129.0,228.0,56.6,2117.0,466.0,68.0,108.0,63.0,40.0,73.0,54.8,14.0,23.0,60.9,12.0,21.0,7.0,1.0,28.0,221.0,5.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,28.0,2.19,14.0,0.0,8.0,5.0,2.0,0.16,1.0,0.0,1.0,0.0,0.0,7.0,4.0,0.0,4.0,3.0,21.0,2.0,19.0,3.0,6.0,0.0,385.0,8.0,17.0,161.0,210.0,64.0,385.0,212.0,16.0,12.0,4.0,285.0,23.0,18.0,0.0,22.0,21.0,10.0,0.0,0.0,0.0,27.0,51.0,46.0,52.6
Lorran,br BRA,"MF,FW",Flamengo,18-051,2006,14.0,7.0,579.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16,0.16,0.31,0.16,0.31,1.9,1.9,0.3,0.3,6.4,8.0,0.0,50.0,1.24,0.06,0.13,0.12,-0.9,-0.9,181.0,246.0,73.6,2387.0,827.0,116.0,134.0,86.6,42.0,56.0,75.0,10.0,24.0,41.7,13.0,24.0,14.0,2.0,32.0,224.0,21.0,4.0,1.0,0.0,24.0,17.0,6.0,5.0,0.0,0.0,1.0,13.0,31.0,4.82,25.0,3.0,2.0,0.0,5.0,0.78,4.0,0.0,0.0,0.0,1.0,11.0,9.0,6.0,3.0,2.0,4.0,0.0,4.0,2.0,0.0,0.0,327.0,1.0,25.0,135.0,177.0,29.0,327.0,218.0,28.0,27.0,8.0,239.0,13.0,11.0,0.0,10.0,6.0,2.0,0.0,0.0,0.0,27.0,3.0,9.0,25.0
Vágner Love,br BRA,"FW,MF",Atl Goianiense,40-074,1984,6.0,2.0,176.0,1.0,0.0,0.0,0.0,1.0,0.0,0.51,0.0,0.51,0.51,0.51,1.5,1.5,0.77,0.77,2.0,2.0,0.0,33.3,1.02,0.17,0.5,0.25,-0.5,-0.5,28.0,36.0,77.8,415.0,71.0,14.0,18.0,77.8,9.0,11.0,81.8,2.0,2.0,100.0,1.0,0.0,0.0,0.0,2.0,34.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,2.56,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,61.0,2.0,3.0,21.0,37.0,8.0,61.0,35.0,1.0,1.0,0.0,46.0,6.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,4.0,9.0,30.8
Lucão,br BRA,GK,Red Bull Bragantino,23-180,2001,7.0,5.0,541.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,170.0,65.9,2835.0,1826.0,28.0,28.0,100.0,46.0,46.0,100.0,31.0,89.0,34.8,1.0,4.0,1.0,0.0,0.0,97.0,73.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,183.0,139.0,180.0,3.0,0.0,0.0,183.0,80.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,100.0
Ayrton Lucas,br BRA,DF,Flamengo,27-066,1997,19.0,17.0,1415.0,1.0,2.0,0.0,0.0,2.0,0.0,0.06,0.13,0.19,0.06,0.19,0.6,0.6,0.04,0.04,15.7,3.0,0.0,14.3,0.19,0.05,0.33,0.03,0.4,0.4,637.0,815.0,78.2,10837.0,2940.0,314.0,345.0,91.0,268.0,331.0,81.0,49.0,90.0,54.4,16.0,47.0,12.0,7.0,54.0,670.0,141.0,16.0,1.0,3.0,57.0,5.0,0.0,3.0,1.0,120.0,4.0,23.0,36.0,2.29,28.0,3.0,3.0,0.0,3.0,0.19,2.0,0.0,0.0,0.0,0.0,22.0,16.0,14.0,6.0,2.0,14.0,2.0,12.0,11.0,28.0,0.0,984.0,32.0,255.0,456.0,289.0,37.0,984.0,495.0,37.0,27.0,11.0,565.0,17.0,14.0,0.0,11.0,24.0,0.0,0.0,1.0,0.0,84.0,21.0,22.0,48.8
Jean Lucas,br BRA,MF,Bahia,26-063,1998,22.0,22.0,1843.0,3.0,5.0,0.0,0.0,3.0,0.0,0.15,0.24,0.39,0.15,0.39,3.9,3.9,0.19,0.19,20.5,13.0,1.0,30.2,0.63,0.07,0.23,0.09,-0.9,-0.9,707.0,833.0,84.9,11371.0,2298.0,362.0,393.0,92.1,258.0,296.0,87.2,57.0,76.0,75.0,16.0,70.0,16.0,2.0,79.0,799.0,31.0,14.0,3.0,11.0,12.0,0.0,0.0,0.0,0.0,17.0,3.0,25.0,52.0,2.54,44.0,1.0,3.0,3.0,6.0,0.29,6.0,0.0,0.0,0.0,0.0,32.0,18.0,15.0,15.0,2.0,22.0,3.0,19.0,11.0,13.0,1.0,1052.0,15.0,152.0,567.0,345.0,35.0,1052.0,676.0,33.0,45.0,8.0,800.0,40.0,35.0,0.0,23.0,36.0,1.0,0.0,0.0,0.0,98.0,13.0,15.0,46.4
João Lucas,br BRA,DF,Juventude,26-168,1998,15.0,15.0,1244.0,1.0,2.0,0.0,0.0,5.0,1.0,0.07,0.14,0.22,0.07,0.22,0.5,0.5,0.04,0.04,13.8,2.0,0.0,16.7,0.14,0.08,0.5,0.05,0.5,0.5,502.0,708.0,70.9,9124.0,3703.0,207.0,237.0,87.3,229.0,308.0,74.4,51.0,105.0,48.6,18.0,41.0,23.0,15.0,54.0,581.0,124.0,5.0,1.0,3.0,54.0,0.0,0.0,0.0,0.0,119.0,3.0,34.0,38.0,2.75,30.0,3.0,1.0,2.0,4.0,0.29,3.0,1.0,0.0,0.0,0.0,39.0,20.0,19.0,14.0,6.0,16.0,6.0,10.0,18.0,26.0,0.0,849.0,30.0,279.0,352.0,231.0,20.0,849.0,441.0,42.0,32.0,7.0,481.0,14.0,9.0,1.0,18.0,15.0,0.0,0.0,0.0,0.0,75.0,16.0,12.0,57.1
Luciano,br BRA,"MF,FW",São Paulo,31-098,1993,19.0,16.0,1347.0,7.0,1.0,1.0,2.0,11.0,1.0,0.47,0.07,0.53,0.4,0.47,5.2,3.5,0.35,0.23,15.0,19.0,1.0,44.2,1.27,0.14,0.32,0.08,1.8,2.5,411.0,493.0,83.4,6794.0,1181.0,190.0,220.0,86.4,170.0,191.0,89.0,32.0,40.0,80.0,11.0,36.0,6.0,1.0,38.0,469.0,20.0,7.0,3.0,6.0,5.0,1.0,0.0,0.0,0.0,6.0,4.0,12.0,37.0,2.47,23.0,0.0,8.0,4.0,7.0,0.47,3.0,0.0,2.0,1.0,1.0,17.0,11.0,5.0,9.0,3.0,17.0,2.0,15.0,5.0,5.0,0.0,632.0,7.0,67.0,340.0,231.0,51.0,630.0,370.0,9.0,8.0,2.0,487.0,19.0,17.0,1.0,22.0,30.0,2.0,1.0,0.0,0.0,65.0,10.0,11.0,47.6
